Zugnummer;Zug;Ergebnis
44;Nd6;0-1
45;Qc3;0-1
46;Qh4;0-1
47;a5;0-1
48;dxe4;0-1
49;a6;0-1
50;Ng3;0-1
51;Rfe1;0-1
52;exf3;0-1
53;Rf1;0-1
54;Nxe2+;0-1
55;Kh1;0-1
56;Nxc3;0-1
57;g4;0-1
58;Qxh3+;0-1
59;Kg1;0-1
60;Qg2#;0-1
1;e4;1-0
2;c5;1-0
3;Nf3;1-0
4;d6;1-0
5;d4;1-0
6;a5;1-0
7;Qd2;1-0
8;cxd4;1-0
9;Nxd4;1-0
10;Nf6;1-0
11;Nc3;1-0
12;g6;1-0
13;Nd5;1-0
14;Bg4;1-0
15;Nxf6+;1-0
16;exf6;1-0
17;Nb5;1-0
18;Ra6;1-0
19;Nc3;1-0
20;Ra8;1-0
21;f4;1-0
22;Bd7;1-0
23;h3;1-0
24;g5;1-0
25;Qf2;1-0
26;Bg7;1-0
27;Be3;1-0
28;Bc6;1-0
29;O-O-O;1-0
30;h6;1-0
31;Nb5;1-0
32;Bxb5;1-0
33;Bxb5+;1-0
34;Nc6;1-0
35;Bc5;1-0
36;O-O;1-0
37;Rxd6;1-0
38;Qc8;1-0
39;Rhd1;1-0
40;gxf4;1-0
41;a4;1-0
42;Rd8;1-0
43;R6d5;1-0
44;Re8;1-0
45;Qxf4;1-0
46;Qe6;1-0
47;g3;1-0
48;Qxh3;1-0
49;Bc4;1-0
50;Rac8;1-0
51;Bb3;1-0
52;h5;1-0
53;Bb6;1-0
54;Qg4;1-0
55;Rd7;1-0
56;Ne5;1-0
57;Qxg4;1-0
58;hxg4;1-0
59;Rxb7;1-0
60;Nc4;1-0
61;Rd4;1-0
62;Bh6+;1-0
63;Kb1;1-0
64;Nd2+;1-0
65;Rxd2;1-0
66;Bxd2;1-0
67;Bxf7+;1-0
68;Kf8;1-0
69;Bxe8;1-0
70;Rxe8;1-0
71;Bc5+;1-0
72;Kg8;1-0
73;Re7;1-0
74;Rd8;1-0
75;Bb6;1-0
76;Rd6;1-0
77;Re5;1-0
78;Rd3;1-0
79;cxd3;1-0
80;fxe5;1-0
81;Bc7;1-0
82;Bb4;1-0
83;Kc2;1-0
84;Kf7;1-0
85;Bxe5;1-0
86;Bf8;1-0
87;d4;1-0
88;Bh6;1-0
89;Bc7;1-0
90;Bg5;1-0
91;d5;1-0
92;Ke7;1-0
93;Bxa5;1-0
94;Be3;1-0
95;Kd3;1-0
96;Bd4;1-0
97;Kxd4;1-0
98;Kf7;1-0
99;Bb4;1-0
100;Ke8;1-0
101;Ba5;1-0
102;Kd7;1-0
103;e5;1-0
104;Ke8;1-0
105;e6;1-0
106;Ke7;1-0
107;Ke5;1-0
108;Kf8;1-0
109;Kf6;1-0
110;Ke8;1-0
111;d6;1-0
112;Kf8;1-0
113;d7;1-0
114;Kg8;1-0
115;Kg6;1-0
116;Kh8;1-0
117;d8=Q#;1-0
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;b6;1-0
5;Nxe5;1-0
6;Qe7;1-0
7;d4;1-0
8;f6;1-0
9;Nd3;1-0
10;Qxe4+;1-0
11;Be3;1-0
12;Bb7;1-0
13;c4;1-0
14;Qg6;1-0
15;c5;1-0
16;Qf7;1-0
17;Nc3;1-0
18;Ne7;1-0
19;cxb6;1-0
20;axb6;1-0
21;Nf4;1-0
22;g5;1-0
23;Nd3;1-0
24;h5;1-0
25;Rc1;1-0
26;Na6;1-0
27;f4;1-0
28;Nf5;1-0
29;Bf2;1-0
30;g4;1-0
31;d5;1-0
32;Ne7;1-0
33;d6;1-0
34;Nf5;1-0
35;Qe2+;1-0
36;Qe6;1-0
37;Ne4;1-0
38;Qb3;1-0
39;axb3;1-0
40;O-O-O;1-0
41;Bxb6;1-0
42;Bxd6;1-0
43;Nxd6+;1-0
44;Nxd6;1-0
45;Kd1;1-0
46;Rde8;1-0
47;Rc3;1-0
48;Rxe2;1-0
49;Bxe2;1-0
50;Nf7;1-0
51;Nc1;1-0
52;Kb8;1-0
53;Bxa6;1-0
54;h4;1-0
55;Rf3;1-0
56;Bxa6;1-0
57;Bxc7+;1-0
58;Kxc7;1-0
59;Rc3+;1-0
60;Kb6;1-0
61;Nd3;1-0
62;Bb7;1-0
63;Nc5;1-0
64;Bc6;1-0
65;Re1;1-0
66;Nd6;1-0
67;Re7;1-0
68;Ne4;1-0
69;Nxe4;1-0
70;Ka7;1-0
71;Rxc6;1-0
72;Kb7;1-0
73;Rd6;1-0
74;Rd8;1-0
75;Rexd7+;1-0
76;Rxd7;1-0
77;Rxd7+;1-0
78;Ka8;1-0
79;Nxf6;1-0
80;Kb8;1-0
81;Nxg4;1-0
82;h3;1-0
83;gxh3;1-0
84;Kc8;1-0
85;Nh6;1-0
86;Kxd7;1-0
87;f5;1-0
88;Ke7;1-0
89;Ng4;1-0
90;Kd6;1-0
91;f6;1-0
92;Ke6;1-0
93;b4;1-0
94;Kd6;1-0
95;f7;1-0
96;Ke7;1-0
97;Ke1;1-0
98;Kxf7;1-0
99;b5;1-0
100;Ke7;1-0
101;Kf2;1-0
102;Ke6;1-0
103;Kf1;1-0
104;Kd5;1-0
105;b3;1-0
106;Kc5;1-0
107;Ke2;1-0
108;Kb6;1-0
109;Nf6;1-0
110;Kc5;1-0
111;h4;1-0
112;Kd6;1-0
113;b6;1-0
114;Kc6;1-0
115;h5;1-0
116;Kb7;1-0
117;Ng4;1-0
118;Ka6;1-0
119;h6;1-0
120;Kb7;1-0
121;h7;1-0
122;Kxb6;1-0
123;Nf2;1-0
124;Kc5;1-0
125;Nh1;1-0
126;Kb4;1-0
127;h8=Q;1-0
128;Kc5;1-0
129;Qe5+;1-0
130;Kb6;1-0
131;Qd6+;1-0
132;Ka7;1-0
133;Qc6;1-0
134;Kb8;1-0
135;Nf2;1-0
136;Ka7;1-0
137;Qf3;1-0
138;Kb6;1-0
139;Qd5;1-0
140;Kc7;1-0
141;Qg2;1-0
142;Kb8;1-0
143;Qc6;1-0
144;Ka7;1-0
145;Ne4;1-0
146;Kb8;1-0
147;Nc3;1-0
148;Ka7;1-0
149;Nb5+;1-0
150;Kb8;1-0
151;Qc7+;1-0
152;Ka8;1-0
153;Qb7+;1-0
154;Kxb7;1-0
155;h4;1-0
156;Kc6;1-0
157;h5;1-0
158;Kc5;1-0
159;Kf2;1-0
160;Kxb5;1-0
161;Ke1;1-0
162;Kb4;1-0
163;Ke2;1-0
164;Kc3;1-0
165;h6;1-0
166;Kb4;1-0
167;h7;1-0
168;Ka3;1-0
169;h8=Q;1-0
170;Ka2;1-0
171;Kd3;1-0
172;Kxb3;1-0
173;Qb8+;1-0
174;Ka4;1-0
175;Kc4;1-0
176;Ka3;1-0
177;Qb3#;1-0
1;e4;0-1
2;d6;0-1
3;d4;0-1
4;Nf6;0-1
5;Nc3;0-1
6;e5;0-1
7;Bd3;0-1
8;exd4;0-1
9;Nd5;0-1
10;c6;0-1
11;Nxf6+;0-1
12;Qxf6;0-1
13;Ne2;0-1
14;Qe5;0-1
15;O-O;0-1
16;g6;0-1
17;g4;0-1
18;Bxg4;0-1
19;f3;0-1
20;Bh3;0-1
21;Bf4;0-1
22;b6;0-1
23;Bxe5;0-1
24;dxe5;0-1
25;Kh1;0-1
26;Nd7;0-1
27;Ng1;0-1
28;Bxf1;0-1
29;Qxf1;0-1
30;Bh6;0-1
31;Nh3;0-1
32;O-O;0-1
33;Qe2;0-1
34;Rae8;0-1
35;a4;0-1
36;Nc5;0-1
37;f4;0-1
38;f5;0-1
39;Rf1;0-1
40;Bg7;0-1
41;b3;0-1
42;exf4;0-1
43;Nxf4;0-1
44;Nxe4;0-1
45;Qg2;0-1
46;Rf6;0-1
47;Nh3;0-1
48;Kh8;0-1
49;Ng5;0-1
50;Nxg5;0-1
51;Qxg5;0-1
52;Rfe6;0-1
53;b4;0-1
54;Bf6;0-1
55;Rf3;0-1
56;Bxg5;0-1
57;b5;0-1
58;c5;0-1
59;h4;0-1
60;Bc1;0-1
61;a5;0-1
62;bxa5;0-1
63;Bf1;0-1
64;Kg7;0-1
65;h5;0-1
66;Re3;0-1
67;Rf2;0-1
68;R8e4;0-1
69;hxg6;0-1
70;hxg6;0-1
71;Bd3;0-1
72;Re1+;0-1
73;Rf1;0-1
74;Rxf1+;0-1
75;Bxf1;0-1
76;Re3;0-1
77;Bd3;0-1
78;Rxd3;0-1
79;cxd3;0-1
80;g5;0-1
81;Kg1;0-1
82;f4;0-1
83;Kf2;0-1
84;a4;0-1
85;Kf3;0-1
86;a3;0-1
87;Ke4;0-1
88;Kg8;0-1
89;Kf3;0-1
90;Kf7;0-1
91;b6;0-1
92;axb6;0-1
93;Ke2;0-1
94;g4;0-1
95;Kd1;0-1
96;a2;0-1
97;Kxc1;0-1
98;Ke6;0-1
99;Kb2;0-1
100;g3;0-1
101;Ka1;0-1
102;g2;0-1
103;Kxa2;0-1
104;g1=B;0-1
105;Kb3;0-1
106;f3;0-1
107;Kc4;0-1
108;f2;0-1
109;Kb3;0-1
110;f1=Q;0-1
111;Ka4;0-1
112;Qb1;0-1
113;Ka3;0-1
114;Be3;0-1
115;Ka4;0-1
116;Qb4#;0-1
1;e4;0-1
2;c5;0-1
3;Nh3;0-1
4;Nc6;0-1
5;Nc3;0-1
6;g6;0-1
7;d3;0-1
8;Rb8;0-1
9;Qe2;0-1
10;a6;0-1
11;g3;0-1
12;d6;0-1
13;a3;0-1
14;Bg4;0-1
15;Qxg4;0-1
16;Nf6;0-1
17;Qd1;0-1
18;Bg7;0-1
19;Nd5;0-1
20;Rf8;0-1
21;Bg2;0-1
22;Nxd5;0-1
23;exd5;0-1
24;Nd4;0-1
25;c3;0-1
26;h5;0-1
27;cxd4;0-1
28;Bxd4;0-1
29;Ng5;0-1
30;h4;0-1
31;gxh4;0-1
32;Rh8;0-1
33;h3;0-1
34;Rxh4;0-1
35;b3;0-1
36;Bxa1;0-1
37;Qf3;0-1
38;Bf6;0-1
39;a4;0-1
40;b5;0-1
41;Qg3;0-1
42;Rh8;0-1
43;O-O;0-1
44;bxa4;0-1
45;f4;0-1
46;axb3;0-1
47;Be4;0-1
48;b2;0-1
49;Be3;0-1
50;Bxg5;0-1
51;Qxg5;0-1
52;b1=Q;0-1
53;f5;0-1
54;gxf5;0-1
55;Bxf5;0-1
56;Qb2;0-1
57;h4;0-1
58;Qf6;0-1
59;Qxf6;0-1
60;exf6;0-1
61;Rf2;0-1
62;Qa5;0-1
63;Kg2;0-1
64;Qe1;0-1
65;Bf4;0-1
66;Rg8+;0-1
67;Kf3;0-1
68;Qh1+;0-1
69;Ke3;0-1
70;Qxd5;0-1
71;Be4;0-1
72;Qe6;0-1
73;Re2;0-1
74;Kd7;0-1
75;Rf2;0-1
76;f5;0-1
77;Rf3;0-1
78;fxe4;0-1
79;d4;0-1
80;exf3+;0-1
81;Be5;0-1
82;Rg2;0-1
83;dxc5;0-1
84;Rb3+;0-1
85;Kd4;0-1
86;dxe5+;0-1
87;Ke4;0-1
88;Rg4#;0-1
1;e4;0-1
2;a6;0-1
3;d4;0-1
4;e6;0-1
5;e5;0-1
6;d6;0-1
7;Nd2;0-1
8;c5;0-1
9;dxc5;0-1
10;dxc5;0-1
11;Ngf3;0-1
12;Qa5;0-1
13;Bd3;0-1
14;Nc6;0-1
15;O-O;0-1
16;Qc7;0-1
17;Re1;0-1
18;Bd7;0-1
19;Ne4;0-1
20;Nd4;0-1
21;Nxd4;0-1
22;cxd4;0-1
23;Bf4;0-1
24;Nf6;0-1
25;Nxf6+;0-1
26;gxf6;0-1
27;Qf3;0-1
28;O-O-O;0-1
29;exf6;0-1
30;Bd6;0-1
31;Bxd6;0-1
32;Qxd6;0-1
33;Qh5;0-1
34;Be8;0-1
35;Qe2;0-1
36;h5;0-1
37;Rab1;0-1
38;Bc6;0-1
39;Bxa6;0-1
40;bxa6;0-1
41;f3;0-1
42;Qd7;0-1
43;Qxa6+;0-1
44;Qb7;0-1
45;Qd3;0-1
46;Rhg8;0-1
47;Kh1;0-1
48;h4;0-1
49;Re5;0-1
50;h3;0-1
51;g3;0-1
52;Bxf3+;0-1
53;Kg1;0-1
54;Bd5;0-1
55;Qf1;0-1
56;Rxg3+;0-1
57;hxg3;0-1
58;Re8;0-1
59;Kh2;0-1
60;Rd8;0-1
61;c3;0-1
62;Kd7;0-1
63;cxd4;0-1
64;Ra8;0-1
65;a3;0-1
66;Bc4;0-1
67;Qf2;0-1
68;Qg2+;0-1
69;Qxg2;0-1
70;hxg2;0-1
71;Kxg2;0-1
72;Bd5+;0-1
73;Kf2;0-1
74;Rh8;0-1
75;Re2;0-1
76;Bc6;0-1
77;Ke3;0-1
78;Rh6;0-1
79;Rf2;0-1
80;Rxf6;0-1
81;Rxf6;0-1
82;Ke7;0-1
83;Rbf1;0-1
84;Bd7;0-1
85;Rc1;0-1
86;Kxf6;0-1
87;Rc7;0-1
88;Ke7;0-1
89;a4;0-1
90;Kd6;0-1
91;Rc4;0-1
92;Bc6;0-1
93;a5;0-1
94;Bg2;0-1
95;a6;0-1
96;Bf1;0-1
97;Ra4;0-1
98;Bg2;0-1
99;a7;0-1
100;Bb7;0-1
101;a8=Q;0-1
102;Bxa8;0-1
103;g4;0-1
104;Bc6;0-1
105;Ra7;0-1
106;Be8;0-1
107;g5;0-1
108;e5;0-1
109;Ra6+;0-1
110;Kd5;0-1
111;Ra5+;0-1
112;Kd6;0-1
113;Ra6+;0-1
114;Kd5;0-1
115;Rg6;0-1
116;exd4+;0-1
117;Ke2;0-1
118;fxg6;0-1
119;Kd3;0-1
120;Bd7;0-1
121;Kd2;0-1
122;Ke4;0-1
123;Ke2;0-1
124;d3+;0-1
125;Kd2;0-1
126;Kd4;0-1
127;b3;0-1
128;Bb5;0-1
129;b4;0-1
130;Kd5;0-1
131;Kc1;0-1
132;Kd4;0-1
133;Kd2;0-1
134;Ke4;0-1
135;Kc1;0-1
136;Ke3;0-1
137;Kb1;0-1
138;d2;0-1
139;Kc2;0-1
140;Ba4+;0-1
141;Kb1;0-1
142;d1=Q+;0-1
143;Kb2;0-1
144;Qc2+;0-1
145;Ka1;0-1
146;Bb3;0-1
147;b5;0-1
148;Qc1#;0-1
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Nf6;1-0
5;Nxe5;1-0
6;d6;1-0
7;Nf3;1-0
8;Nxe4;1-0
9;a3;1-0
10;f5;1-0
11;Bc4;1-0
12;d5;1-0
13;b4;1-0
14;dxc4;1-0
15;d3;1-0
16;Qf6;1-0
17;dxe4;1-0
18;Qxa1;1-0
19;O-O;1-0
20;Be7;1-0
21;Bd2;1-0
22;Qf6;1-0
23;Nc3;1-0
24;c6;1-0
25;exf5;1-0
26;O-O;1-0
27;Bg5;1-0
28;Qf7;1-0
29;Bxe7;1-0
30;a6;1-0
31;Bxf8;1-0
32;Qxf8;1-0
33;g4;1-0
34;c5;1-0
35;Qd5+;1-0
36;Qf7;1-0
37;Qxc5;1-0
38;Nd7;1-0
39;Qd4;1-0
40;h6;1-0
41;Qd1;1-0
42;b5;1-0
43;Ne4;1-0
44;Ra7;1-0
45;Nd6;1-0
46;Kf8;1-0
47;Nxf7;1-0
48;Kg8;1-0
49;Qe2;1-0
50;Nf6;1-0
51;Nd6;1-0
52;Bd7;1-0
53;Ne5;1-0
54;Kh7;1-0
55;Re1;1-0
56;Bxf5;1-0
57;Nxf5;1-0
58;a5;1-0
59;bxa5;1-0
60;Rc7;1-0
61;Ne7;1-0
62;Rxe7;1-0
63;f3;1-0
64;Re6;1-0
65;Qd2;1-0
66;Ra6;1-0
67;Re4;1-0
68;Nxe4;1-0
69;fxe4;1-0
70;g5;1-0
71;Qd7+;1-0
72;Kh8;1-0
73;Qc8+;1-0
74;Kg7;1-0
75;Qxa6;1-0
76;Kf8;1-0
77;Qd6+;1-0
78;Kg8;1-0
79;Qg6+;1-0
80;Kh8;1-0
81;Nf7#;1-0
1;e4;1-0
2;c5;1-0
3;Nf3;1-0
4;e6;1-0
5;d4;1-0
6;Qa5+;1-0
7;Bd2;1-0
8;Qd8;1-0
9;d5;1-0
10;d6;1-0
11;Bd3;1-0
12;Nf6;1-0
13;O-O;1-0
14;Nc6;1-0
15;dxc6;1-0
16;Be7;1-0
17;Nc3;1-0
18;O-O;1-0
19;Nh4;1-0
20;bxc6;1-0
21;Nf3;1-0
22;a5;1-0
23;e5;1-0
24;Qe8;1-0
25;exf6;1-0
26;Bxf6;1-0
27;Ne4;1-0
28;Be7;1-0
29;Nxc5;1-0
30;e5;1-0
31;Re1;1-0
32;a4;1-0
33;h3;1-0
34;f5;1-0
35;a3;1-0
36;e4;1-0
37;Nxe4;1-0
38;fxe4;1-0
39;Bf4;1-0
40;Rxf4;1-0
41;Bxe4;1-0
42;Bd7;1-0
43;Qd3;1-0
44;h6;1-0
45;Ra2;1-0
46;Qf7;1-0
47;Re3;1-0
48;Qxa2;1-0
49;Bh7+;1-0
50;Kf8;1-0
51;Rxe7;1-0
52;Kxe7;1-0
53;Qe3+;1-0
54;Be6;1-0
55;Qb6;1-0
56;Qa1+;1-0
57;Ne1;1-0
58;Qxe1+;1-0
59;Kh2;1-0
60;Rd8;1-0
61;f3;1-0
62;Qe5;1-0
63;Kh1;1-0
64;Qe1+;1-0
65;Kh2;1-0
66;Qe5;1-0
67;Kh1;1-0
68;Rd4;1-0
69;Bd3;1-0
70;Rxd3;1-0
71;cxd3;1-0
72;Rh8;1-0
73;Qa7+;1-0
74;Bd7;1-0
75;Qxa4;1-0
76;Rb8;1-0
77;Qh4+;1-0
78;Qf6;1-0
79;Qd4;1-0
80;Ke6;1-0
81;Qg1;1-0
82;Rxb2;1-0
83;Qc1;1-0
84;Qe5;1-0
85;Qd1;1-0
86;Ke7;1-0
87;Qg1;1-0
88;Qe2;1-0
89;Kh2;1-0
90;Qxf3;1-0
91;Qc1;1-0
92;Bc8;1-0
93;Qxb2;1-0
94;Qf4+;1-0
95;Kh1;1-0
96;Qf1+;1-0
97;Kh2;1-0
98;Qf6;1-0
99;Qc2;1-0
100;Kd7;1-0
101;a4;1-0
102;Kc7;1-0
103;Qd2;1-0
104;Qf8;1-0
105;Qa5+;1-0
106;Kb7;1-0
107;Qb4+;1-0
108;Ka7;1-0
109;a5;1-0
110;Bxh3;1-0
111;Qb6+;1-0
112;Ka8;1-0
113;Qxc6+;1-0
114;Ka7;1-0
115;Qb6+;1-0
116;Ka8;1-0
117;Qa6+;1-0
118;Kb8;1-0
119;Qb5+;1-0
120;Ka7;1-0
121;Kxh3;1-0
122;Qf6;1-0
123;Qb6+;1-0
124;Ka8;1-0
125;Qc6+;1-0
126;Kb8;1-0
127;Qd5;1-0
128;Ka7;1-0
129;Qc6;1-0
130;Qf5+;1-0
131;Kh2;1-0
132;Qe5+;1-0
133;Kh3;1-0
134;Qf5+;1-0
135;Kh2;1-0
136;h5;1-0
137;Qb6+;1-0
138;Ka8;1-0
139;Qa6+;1-0
140;Kb8;1-0
141;Qxd6+;1-0
142;Ka8;1-0
143;Qc6+;1-0
144;Kb8;1-0
145;Qd6+;1-0
146;Ka8;1-0
147;d4;1-0
148;g6;1-0
149;Qe5;1-0
150;Qf2;1-0
151;d5;1-0
152;Qe1;1-0
153;Qxe1;1-0
154;Kb7;1-0
155;Qb4+;1-0
156;Kc8;1-0
157;Qc4+;1-0
158;Kd8;1-0
159;a6;1-0
160;Ke7;1-0
161;a7;1-0
162;h4;1-0
163;a8=Q;1-0
164;g5;1-0
165;Qe4+;1-0
166;Kd7;1-0
167;Qe6+;1-0
168;Kc7;1-0
169;Qec6#;1-0
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;e6;0-1
5;d3;0-1
6;Nc6;0-1
7;g3;0-1
8;e5;0-1
9;Nc3;0-1
10;b6;0-1
11;Bg2;0-1
12;Be7;0-1
13;O-O;0-1
14;d6;0-1
15;Nd2;0-1
16;h5;0-1
17;Nd5;0-1
18;Bf8;0-1
19;f4;0-1
20;f5;0-1
21;exf5;0-1
22;Bb7;0-1
23;Nc4;0-1
24;b5;0-1
25;Nce3;0-1
26;c4;0-1
27;a4;0-1
28;Nce7;0-1
29;axb5;0-1
30;cxd3;0-1
31;g4;0-1
32;hxg4;0-1
33;Qxd3;0-1
34;Nxd5;0-1
35;Nxd5;0-1
36;Qh4;0-1
37;Qg3;0-1
38;Kf7;0-1
39;fxe5;0-1
40;dxe5;0-1
41;Be3;0-1
42;Qxg3;0-1
43;hxg3;0-1
44;Bd6;0-1
45;Rfd1;0-1
46;Nh6;0-1
47;Be4;0-1
48;Rhc8;0-1
49;Rac1;0-1
50;Rc4;0-1
51;Bd3;0-1
52;Rcc8;0-1
53;Be4;0-1
54;Rc4;0-1
55;Bg2;0-1
56;Nxf5;0-1
57;Bh1;0-1
58;Rh8;0-1
59;Bg2;0-1
60;Nxe3;0-1
61;Nxe3;0-1
62;Bc5;0-1
63;Bxb7;0-1
64;Bxe3+;0-1
65;Kf1;0-1
66;a5;0-1
67;Bc8;0-1
68;Rcxc8;0-1
69;Re1;0-1
70;Bxc1;0-1
71;Ke2;0-1
72;Rh2+;0-1
73;Kd1;0-1
74;Bxb2;0-1
75;Rf1+;0-1
76;Ke6;0-1
77;Ke1;0-1
78;Rcxc2;0-1
79;Rf2;0-1
80;Rcxf2;0-1
81;b6;0-1
82;Re2+;0-1
83;Kf1;0-1
84;Rc2;0-1
85;Kg1;0-1
86;Bd4+;0-1
87;Kf1;0-1
88;Rc1#;0-1
1;e4;1-0
2;g5;1-0
3;d4;1-0
4;e6;1-0
5;Nc3;1-0
6;d5;1-0
7;Be3;1-0
8;Bb4;1-0
9;exd5;1-0
10;exd5;1-0
11;Ne2;1-0
12;Be6;1-0
13;Nf4;1-0
14;gxf4;1-0
15;Bxf4;1-0
16;Nc6;1-0
17;Bb5;1-0
18;Ne7;1-0
19;O-O;1-0
20;Qd7;1-0
21;Qf3;1-0
22;Rg8;1-0
23;Rfe1;1-0
24;O-O-O;1-0
25;Na4;1-0
26;Kb8;1-0
27;Be3;1-0
28;Nxd4;1-0
29;Bxd4;1-0
30;Rge8;1-0
31;Bxd7;1-0
32;Rxd7;1-0
33;c3;1-0
34;Bd6;1-0
35;Nc5;1-0
36;Nc8;1-0
37;Nxd7+;1-0
38;Ka8;1-0
39;Nc5;1-0
40;Bxc5;1-0
41;Reb1;1-0
42;Bd6;1-0
43;Qg3;1-0
44;Bxg3;1-0
45;hxg3;1-0
46;b6;1-0
47;f3;1-0
48;Kb7;1-0
49;Kf2;1-0
50;c5;1-0
51;Bf6;1-0
52;a5;1-0
53;Rh1;1-0
54;b5;1-0
55;Rxh7;1-0
56;Nb6;1-0
57;g4;1-0
58;Kc6;1-0
59;a4;1-0
60;bxa4;1-0
61;Ke3;1-0
62;Rf8;1-0
63;Kf2;1-0
64;Rb8;1-0
65;Kg3;1-0
66;Nd7;1-0
67;Rh6;1-0
68;Nb6;1-0
69;f4;1-0
70;Rg8;1-0
71;g5;1-0
72;Nc4;1-0
73;Rxa4;1-0
74;Kb5;1-0
75;Kf3;1-0
76;Kxa4;1-0
77;g4;1-0
78;Bd7;1-0
79;f5;1-0
80;Kb3;1-0
81;Rh7;1-0
82;Be8;1-0
83;Kf4;1-0
84;a4;1-0
85;Rh2;1-0
86;Bc6;1-0
87;Rh6;1-0
88;Nxb2;1-0
89;Rh3;1-0
90;Nc4;1-0
91;Be7;1-0
92;a3;1-0
93;Rd3;1-0
94;a2;1-0
95;Rd1;1-0
96;Re8;1-0
97;f6;1-0
98;Nb2;1-0
99;Ra1;1-0
100;Nd3+;1-0
101;Kg3;1-0
102;Ne1;1-0
103;g6;1-0
104;fxg6;1-0
105;f7;1-0
106;Nc2;1-0
107;Rxa2;1-0
108;Kxc3;1-0
109;Ra6;1-0
110;Bb5;1-0
111;Ra5;1-0
112;g5;1-0
113;Rxb5;1-0
114;Rxe7;1-0
115;Rxc5+;1-0
116;Kb2;1-0
117;f8=Q;1-0
118;Rg7;1-0
119;Qxg7+;1-0
120;d4;1-0
121;Qe5;1-0
122;Kb3;1-0
123;Kf2;1-0
124;Nb4;1-0
125;Qxd4;1-0
126;Na2;1-0
127;Rb5+;1-0
128;Nb4;1-0
129;Rxb4+;1-0
130;Kc2;1-0
131;Qe5;1-0
132;Kd3;1-0
133;Qc5;1-0
134;Kd2;1-0
135;Rd4#;1-0
1;e4;1-0
2;e6;1-0
3;d4;1-0
4;d5;1-0
5;Nc3;1-0
6;Nf6;1-0
7;exd5;1-0
8;exd5;1-0
9;Bg5;1-0
10;Be7;1-0
11;Nf3;1-0
12;O-O;1-0
13;Bd3;1-0
14;h6;1-0
15;Bf4;1-0
16;Bd6;1-0
17;Ne4;1-0
18;Nxe4;1-0
19;Bxh6;1-0
20;gxh6;1-0
21;c4;1-0
22;Nc6;1-0
23;cxd5;1-0
24;Nb4;1-0
25;Bxe4;1-0
26;Bxh2;1-0
27;Rxh2;1-0
28;Bh3;1-0
29;Rxh3;1-0
30;f5;1-0
31;Bd3;1-0
32;Nxd3+;1-0
33;Qxd3;1-0
34;Rf6;1-0
35;Kf1;1-0
36;Qxd5;1-0
37;Re1;1-0
38;Kh8;1-0
39;Ne5;1-0
40;a6;1-0
41;Rg3;1-0
42;Qb5;1-0
43;a4;1-0
44;Qxd3+;1-0
45;Rxd3;1-0
46;Rd6;1-0
47;Ke2;1-0
48;Re8;1-0
49;Rf3;1-0
50;Rd5;1-0
51;Kd3;1-0
52;Kg8;1-0
53;Rxf5;1-0
54;c5;1-0
55;Re4;1-0
56;Rxd4+;1-0
57;Rxd4;1-0
58;cxd4;1-0
59;a5;1-0
60;Rc8;1-0
61;Rg5+;1-0
62;hxg5;1-0
63;b4;1-0
64;Kf8;1-0
65;g3;1-0
66;Rc5;1-0
67;Ke4;1-0
68;Ke7;1-0
69;bxc5;1-0
70;Kf8;1-0
71;Nf3;1-0
72;Kf7;1-0
73;Kf5;1-0
74;Ke7;1-0
75;Nxd4;1-0
76;g4;1-0
77;Kxg4;1-0
78;b5;1-0
79;cxb6;1-0
80;Kd6;1-0
81;Kh5;1-0
82;Ke5;1-0
83;b7;1-0
84;Kxd4;1-0
85;b8=Q;1-0
86;Kc3;1-0
87;g4;1-0
88;Kd4;1-0
89;g5;1-0
90;Kc3;1-0
91;g6;1-0
92;Kd4;1-0
93;g7;1-0
94;Kc3;1-0
95;g8=Q;1-0
96;Kd4;1-0
97;Qb1;1-0
98;Kc3;1-0
99;Qbb3+;1-0
100;Kd2;1-0
101;Kg6;1-0
102;Ke2;1-0
103;Qgc4+;1-0
104;Kxf2;1-0
105;Qcc2+;1-0
106;Ke1;1-0
107;Qbb1#;1-0
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;Qc7;0-1
5;d4;0-1
6;cxd4;0-1
7;a4;0-1
8;e5;0-1
9;c3;0-1
10;Nf6;0-1
11;Bd3;0-1
12;dxc3;0-1
13;Nfd2;0-1
14;cxd2+;0-1
15;Bxd2;0-1
16;b6;0-1
17;Nc3;0-1
18;Ba6;0-1
19;Bb5;0-1
20;Bxb5;0-1
21;axb5;0-1
22;d5;0-1
23;Qb1;0-1
24;Bb4;0-1
25;Nd1;0-1
26;Bxd2+;0-1
27;Kxd2;0-1
28;Qc8;0-1
29;Qa2;0-1
30;O-O;0-1
31;Ne3;0-1
32;d4;0-1
33;Nd5;0-1
34;Nxe4+;0-1
35;Ke1;0-1
36;Kh8;0-1
37;f3;0-1
38;Nd7;0-1
39;fxe4;0-1
40;Qc2;0-1
41;b4;0-1
42;Qxe4+;0-1
43;Kf2;0-1
44;Rac8;0-1
45;Rhd1;0-1
46;d3;0-1
47;Ne3;0-1
48;g6;0-1
49;Qd2;0-1
50;Nf6;0-1
51;Qxd3;0-1
